Title,UrlName,Summary,Language,IsVisibleInPkb,IsVisibleInCsp,IsVisibleInPrm
"Rotating API Credentials","rotating-api-credentials","<p>To rotate a token without downtime, generate a new token with the same scopes before revoking the old one, update your integration or script to use the new token, confirm it's working correctly, and only then revoke the old token. This overlap window avoids an outage that would occur if you revoked first and updated second. Enterprise Client Secrets for OAuth apps can be rotated the same way — Nimbus Workspace supports two active secrets simultaneously during a rotation window.</p>","en_US","TRUE","TRUE","FALSE"
"Rate Limit Headers Explained","rate-limit-headers-explained","<p>Every API response includes three headers: X-RateLimit-Limit (your token's total requests allowed per minute), X-RateLimit-Remaining (requests left in the current window), and X-RateLimit-Reset (a Unix timestamp for when the window resets). Monitoring X-RateLimit-Remaining proactively, and slowing down before it hits zero, avoids ever receiving a 429 in the first place — this is preferable to a reactive retry-after-429 approach for high-volume integrations.</p>","en_US","TRUE","TRUE","FALSE"
"Bulk Data Export via API","bulk-data-export-via-api","<p>The GET /v2/export/tasks endpoint generates a full CSV or JSON export of all tasks across specified projects, run asynchronously — the initial call returns a job ID immediately, and you poll GET /v2/export/{job_id}/status until it returns complete with a download URL. This asynchronous pattern is used because full-workspace exports can take several minutes for large accounts and would otherwise exceed typical request timeout limits.</p>","en_US","TRUE","TRUE","FALSE"
"Bulk Data Import via API","bulk-data-import-via-api","<p>The POST /v2/import/tasks endpoint accepts a batch of up to 500 tasks per request in a single call, validating each row and returning per-row success/failure status rather than failing the entire batch on one bad row. For imports larger than 500 tasks, make sequential batched calls; a common pattern is uploading a CSV client-side, then converting each row into the API's JSON task schema before submitting in batches of 500.</p>","en_US","TRUE","TRUE","FALSE"
"Using the Nimbus Workspace CLI","using-the-nimbus-workspace-cli","<p>The official CLI (installable via npm install -g nimbus-cli) wraps the REST API for common scripting tasks — creating tasks, bulk-tagging, and exporting data from the terminal without writing custom API calls. Authenticate once with nimbus login, which stores a token securely in your local config. Run nimbus --help for the full command list; each command supports a --json flag for scripting output into other tools.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up a Zapier Trigger","setting-up-a-zapier-trigger","<p>To use a Nimbus Workspace event as the trigger for a Zap:</p><ol><li>In Zapier, create a new Zap and search for Nimbus Workspace as the trigger app.</li><li>Select a trigger event (New Task, Task Completed, New Comment, etc.).</li><li>Connect your Nimbus Workspace account if not already connected.</li><li>Select which project to watch, or choose all projects.</li><li>Test the trigger to pull a sample record, then continue building your Zap's action steps.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Setting Up a Zapier Action","setting-up-a-zapier-action","<p>To let another app create or update Nimbus Workspace records:</p><ol><li>In Zapier, add a new action step and search for Nimbus Workspace.</li><li>Select an action event (Create Task, Update Task, Add Comment, etc.).</li><li>Connect your Nimbus Workspace account if not already connected.</li><li>Map fields from the trigger app's data into the corresponding Nimbus Workspace fields.</li><li>Test the action to confirm a record is created or updated correctly, then turn on the Zap.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Two-Way Sync with Jira","two-way-sync-with-jira","<p>When two-way sync is enabled (see Connecting Nimbus Workspace to Jira), a change made in either system propagates to the other within roughly 60 seconds via webhook, not on a polling delay. Field mapping determines which Jira fields correspond to which Nimbus Workspace fields; unmapped fields on either side are simply ignored during sync rather than causing an error. Conflicting simultaneous edits (both systems changed within the same sync window) are resolved by ""last write wins"" based on timestamp.</p>","en_US","TRUE","TRUE","FALSE"
"Connecting a Custom Webhook Receiver","connecting-a-custom-webhook-receiver","<p>For integrations not covered by a pre-built connector, use the generic Webhooks feature (see Setting Up Webhooks) to POST event data to any HTTPS endpoint you control, then process the payload with your own backend code however you need — updating a database, triggering a Slack message via your own logic, or feeding a custom analytics pipeline. This is the most flexible integration path, at the cost of requiring you to host and maintain the receiving endpoint yourself.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding the REST API Response Format","understanding-the-rest-api-response-format","<p>Every successful response returns a JSON object with a data field containing the requested resource or array of resources, and a meta field with pagination info where applicable. Error responses return a consistent shape: an error object with a code (e.g., ""invalid_scope""), a human-readable message, and, for validation errors, a details array listing the specific field(s) that failed validation, making programmatic error handling straightforward.</p>","en_US","TRUE","TRUE","FALSE"
"Handling API Error Codes (400, 401, 403, 404, 500)","handling-api-error-codes-400-401-403-404-500","<p>400 (Bad Request) indicates malformed input — check the error details array for the specific field. 401 (Unauthorized) means your token is missing, expired, or invalid. 403 (Forbidden) means your token is valid but lacks the required scope, or an IP allowlist blocked the request. 404 (Not Found) means the referenced record ID doesn't exist or you lack access to it. 500 (Internal Server Error) is a Nimbus Workspace-side issue — these are rare and automatically logged for investigation; retrying once after a brief delay is reasonable before contacting support.</p>","en_US","TRUE","TRUE","FALSE"
"Testing API Calls with Postman","testing-api-calls-with-postman","<p>A Postman collection covering every v2 endpoint, with example requests and responses, is available at developers.nimbusworkspace.com/postman. Import the collection, then set a collection-level variable for your personal access token so it's automatically included in every request's Authorization header without re-entering it per call. The collection also includes a pre-configured environment for the sandbox API base URL for Enterprise customers testing against sandbox data.</p>","en_US","TRUE","TRUE","FALSE"
"API Authentication Methods Overview","api-authentication-methods-overview","<p>Two authentication methods are supported: personal access tokens (simplest, tied to one user, best for scripts and personal automation) and OAuth 2.0 (required for apps used by multiple users or distributed publicly, using the standard authorization code flow). Enterprise customers can additionally request single-tenant API keys, which are not tied to any individual user account and are managed centrally by workspace Admins, useful for service-to-service integrations that shouldn't depend on one employee's account.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Single Tenant API Keys for Enterprise","setting-up-single-tenant-api-keys-for-enterprise","<p>Enterprise workspaces can request a single-tenant API key, which authenticates as the workspace itself rather than an individual user, so integration access doesn't break if the employee who created a personal token leaves the company. Request one through your customer success manager; keys are provisioned with a higher default rate limit (500 requests/minute) and are managed centrally under Workspace Settings > Developer > Enterprise API Keys, visible only to Admins.</p>","en_US","TRUE","TRUE","FALSE"
"Monitoring API Usage in the Admin Console","monitoring-api-usage-in-the-admin-console","<p>Workspace Settings > Developer > API Usage shows request volume per token over the last 30 days, broken down by endpoint and response status code, helping identify which integration is consuming the most quota or generating an unusual rate of errors. Enterprise plans can set usage alert thresholds here, triggering an email to Admins if any token exceeds a configured percentage of its rate limit sustained over a rolling hour.</p>","en_US","TRUE","TRUE","FALSE"
"Integration Marketplace Overview","integration-marketplace-overview","<p>Workspace Settings > Integrations lists every available pre-built connector, organized into categories (Communication, Development, File Storage, Automation, Calendar). Each listing shows required plan tier, a setup difficulty estimate, and a link to detailed setup documentation. Business and Enterprise plans unlock additional premium integrations (deeper Jira two-way sync, advanced Salesforce sync) not available on Team or Free plans.</p>","en_US","TRUE","TRUE","FALSE"
"Disconnecting an Integration","disconnecting-an-integration","<p>To remove an integration, go to Workspace Settings > Integrations, find the connected app, and select Disconnect. This immediately revokes the stored OAuth token and stops all future syncing, but does not delete any data that was already synced or created as a result of the integration while it was active — for example, previously posted Slack messages or previously imported Jira tasks remain untouched.</p>","en_US","TRUE","TRUE","FALSE"
"Troubleshooting a Failed Slack Notification","troubleshooting-a-failed-slack-notification","<p>If Slack notifications stop arriving, first check Workspace Settings > Integrations > Slack for a Reconnect Required badge, which appears if the Slack app's OAuth token was revoked (often due to a Slack workspace admin policy change). If the connection shows healthy, confirm the target channel still exists and the Nimbus Workspace Slack app hasn't been removed from that channel — removing the app from a channel silently stops delivery to it without breaking the overall integration connection.</p>","en_US","TRUE","TRUE","FALSE"
"Syncing Tasks with Outlook Calendar","syncing-tasks-with-outlook-calendar","<p>To sync with Outlook Calendar:</p><ol><li>Go to Account Settings > Integrations > Outlook Calendar.</li><li>Click Connect and complete Microsoft's OAuth consent screen.</li><li>Choose which projects' task due dates should sync.</li><li>Select one-way or two-way sync.</li><li>Save — synced events refresh every 15 minutes and appear in Outlook labeled with the originating Nimbus Workspace project name for easy identification.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding Read vs. Write API Scopes","understanding-read-vs-write-api-scopes","<p>Read scopes (e.g., tasks:read) allow retrieving data but never permit creating, updating, or deleting anything, making them the safer default for reporting or monitoring integrations. Write scopes (e.g., tasks:write) allow creating and modifying records and inherently include read access to the same resource type. Always request the narrowest scope combination that satisfies your integration's actual needs — a reporting dashboard, for instance, should never request write scopes.</p>","en_US","TRUE","TRUE","FALSE"
"Data Deletion & GDPR Requests","data-deletion-and-gdpr-requests","<p>To request deletion of all personal data associated with your account under GDPR Article 17:</p><ol><li>Email privacy@nimbusworkspace.com from the email address on file, or ask an Admin to submit the request via Workspace Settings > Privacy > Data Deletion Request.</li><li>Nimbus Workspace verifies your identity and organizational authority to make the request.</li><li>A confirmation is sent acknowledging receipt within 3 business days.</li><li>Deletion is completed within 30 days of a verified request, per our data retention policy.</li><li>A final confirmation email is sent once deletion is complete, listing the categories of data removed.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding Nimbus Workspace's Data Retention Policy","understanding-nimbus-workspace-s-data-retention-policy","<p>Active workspace data is retained indefinitely while your subscription is active. Deleted tasks and projects remain recoverable in Trash for 30 days before permanent purge. Cancelled workspace data is retained for 90 days post-cancellation to allow reactivation, then permanently purged. Verified GDPR/CCPA deletion requests are honored within 30 days regardless of subscription status, overriding the standard 90-day cancellation retention window.</p>","en_US","TRUE","TRUE","FALSE"
"Exporting Your Workspace Data","exporting-your-workspace-data","<p>To export a complete copy of your workspace's data (data portability):</p><ol><li>Go to Workspace Settings > Privacy > Export My Data.</li><li>Select the scope: a single project, all projects, or all data including user directory and audit logs.</li><li>Choose the export format (CSV for tabular data, or a full JSON archive).</li><li>Click Request Export — large exports are processed asynchronously and you'll receive a download link by email, typically within a few hours.</li><li>The download link expires after 7 days for security; re-request if needed.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Importing Data via CSV","importing-data-via-csv","<p>To bulk-import tasks from an external CSV:</p><ol><li>Go to Workspace Settings > Import > CSV.</li><li>Download the field-mapping template to see required column headers.</li><li>Prepare your CSV with one task per row, matching the template's columns.</li><li>Upload the file and review the field-mapping preview, adjusting any auto-mapped columns that look incorrect.</li><li>Click Start Import — you'll get a summary of rows imported successfully versus any that failed validation, with reasons listed per failed row.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding CCPA Opt-Out Requests","understanding-ccpa-opt-out-requests","<p>California residents can exercise their CCPA right to opt out of the sale or sharing of personal information by submitting a request through Workspace Settings > Privacy > CCPA Request, or by emailing privacy@nimbusworkspace.com with ""CCPA Opt-Out"" in the subject line. Nimbus Workspace does not sell personal information as defined under CCPA in the ordinary course of business; opt-out requests are still honored and confirmed in writing within 15 business days as required by law.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting a Copy of Your Data (Data Portability)","requesting-a-copy-of-your-data-data-portability","<p>Under GDPR Article 20 and similar data portability rights, you can request a machine-readable copy of your personal data. Submit the request via Workspace Settings > Privacy > Export My Data, selecting the JSON format for full portability, or contact privacy@nimbusworkspace.com directly if you need a custom scope. This is functionally the same export mechanism used for general workspace backups, but tracked and confirmed as a formal data-subject request when submitted through the Privacy menu.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Data Residency Options (US vs. EU)","understanding-data-residency-options-us-vs-eu","<p>By default, all workspace data is stored in Nimbus Workspace's US region data centers. Business and Enterprise plans can opt into EU data residency at signup or by request through Support, which stores all workspace data (tasks, files, user records) exclusively in EU-based infrastructure. Data residency cannot be changed after a workspace is created without a full data migration, coordinated with Support, since it involves physically relocating stored data between regions.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting a SOC 2 Report","requesting-a-soc-2-report","<p>Nimbus Workspace maintains a SOC 2 Type II report, renewed annually, covering security, availability, and confidentiality trust principles. Business and Enterprise customers can request the current report under NDA through Workspace Settings > Compliance > Request SOC 2 Report, or via your account executive. The report is typically delivered within 2 business days after the NDA is countersigned through our standard e-signature workflow.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting a Penetration Test Summary","requesting-a-penetration-test-summary","<p>An executive summary of Nimbus Workspace's most recent third-party penetration test (conducted at least annually) is available to Business and Enterprise customers under NDA, covering methodology and high-level findings without disclosing exploitable technical detail. Request it the same way as the SOC 2 report, through Workspace Settings > Compliance > Request Security Documentation, or through your account executive for Enterprise accounts.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Nimbus Workspace's Sub-Processor List","understanding-nimbus-workspace-s-sub-processor-list","<p>A current list of all third-party sub-processors (cloud infrastructure providers, email delivery services, analytics tools) that may process customer data on Nimbus Workspace's behalf is published at nimbusworkspace.com/subprocessors and updated whenever a new sub-processor is added. Enterprise customers with a signed Data Processing Agreement can subscribe to email notifications of sub-processor changes, with a minimum 30-day notice before a new sub-processor begins processing their data.</p>","en_US","TRUE","TRUE","FALSE"
"Data Processing Agreement (DPA) Overview","data-processing-agreement-dpa-overview","<p>Nimbus Workspace's standard Data Processing Agreement, compliant with GDPR Article 28 requirements, is available to all Business and Enterprise customers and can be countersigned electronically through Workspace Settings > Compliance > Data Processing Agreement without needing to involve an account executive. Enterprise customers requiring custom DPA terms (specific sub-processor restrictions, custom audit rights) should route the request through Legal via their account executive instead of the self-serve flow.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Backup and Restore Policy","understanding-backup-and-restore-policy","<p>Nimbus Workspace performs automated encrypted backups of all workspace data every 24 hours, retained for 35 days on a rolling basis. Backups are used for disaster recovery (restoring service after an infrastructure failure) and are not directly customer-accessible as a self-service restore point — for accidental data loss within your own workspace, use the 30-day Trash recovery window instead, which is faster and self-service.</p>","en_US","TRUE","TRUE","FALSE"
"Exporting an Audit Trail","exporting-an-audit-trail","<p>Business and Enterprise plans include an audit log tracking security-relevant events (logins, permission changes, data exports, integration connections). To export it, go to Workspace Settings > Security > Audit Log, apply any date-range or event-type filters, and click Export CSV. Audit log entries are retained for 12 months by default; Enterprise customers can request an extended retention period of up to 7 years for regulatory compliance.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding the Audit Log Feature","understanding-the-audit-log-feature","<p>The audit log records who did what and when for security-sensitive actions: logins (including failed attempts), role changes, user deactivation, data exports, integration connections/disconnections, and changes to security settings like SSO or IP allowlisting. Regular task and project activity (creating a task, changing its status) is not part of the security audit log — that's tracked separately in each task's own activity history, viewable from the task detail panel.</p>","en_US","TRUE","TRUE","FALSE"
"Setting a Custom Data Retention Schedule (Enterprise)","setting-a-custom-data-retention-schedule-enterprise","<p>Enterprise customers with specific regulatory retention requirements can configure a custom retention schedule (e.g., auto-purge completed tasks after 3 years) under Workspace Settings > Compliance > Retention Schedule. This is configured jointly with Nimbus Workspace's compliance team to ensure the schedule doesn't conflict with active legal holds, and typically requires a brief onboarding call to confirm the specific regulatory framework driving the requirement.</p>","en_US","TRUE","TRUE","FALSE"
"Deleting a Workspace and Its Data","deleting-a-workspace-and-its-data","<p>See Closing Your Nimbus Workspace Account for the full closure procedure. From a compliance standpoint: closure queues all workspace data for permanent deletion within 30 days, consistent with standard retention policy, and this cannot be expedited faster than 30 days even upon request, since it aligns with our standard secure-deletion verification process across backup systems.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding What Happens to Data After Cancellation","understanding-what-happens-to-data-after-cancellation","<p>Cancelling a subscription (converting to Free plan) is distinct from closing the workspace entirely — cancellation retains all data for 90 days in case you reactivate, with anything over Free plan limits (extra seats, storage, premium integrations) becoming read-only rather than deleted. Only a full workspace closure, a separate and explicit action, queues data for permanent deletion, and that happens within 30 days rather than 90.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting Data Deletion for a Departed Employee","requesting-data-deletion-for-a-departed-employee","<p>To remove a specific former employee's personal data (rather than closing the whole workspace) under GDPR/CCPA:</p><ol><li>Have a workspace Admin deactivate the user first via Team Directory, if not already done.</li><li>Submit a Data Deletion Request via Workspace Settings > Privacy, specifying the individual user rather than the full account.</li><li>Nimbus Workspace verifies the request comes from an authorized Admin.</li><li>Personal identifying information is removed and historical records are reattributed to ""Former User"" within 30 days.</li><li>Task content and comments they authored remain (as workspace business records) unless separately flagged for removal.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Bulk Exporting Attachments and Files","bulk-exporting-attachments-and-files","<p>To export all files attached across your workspace (not just task data), go to Workspace Settings > Privacy > Export My Data, select Include Attachments, and choose Full JSON Archive as the format. Large workspaces with many files may take several hours to package; you'll receive a download link by email once ready, valid for 7 days, delivered as a single compressed archive organized by project folder.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding HIPAA Applicability","understanding-hipaa-applicability","<p>Nimbus Workspace is not designed or certified for storing Protected Health Information (PHI) and does not sign Business Associate Agreements for standard Team or Business plans. Enterprise customers in healthcare-adjacent industries who need to discuss HIPAA-aligned controls or a BAA should contact their account executive — support for regulated healthcare data requires specific contractual and technical arrangements evaluated on a case-by-case basis, not available as a standard feature.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Data Encryption at Rest and in Transit","understanding-data-encryption-at-rest-and-in-transit","<p>All data at rest is encrypted using AES-256; all data in transit between your browser or API client and Nimbus Workspace's servers is encrypted using TLS 1.2 or higher, with older TLS versions rejected outright. Encryption keys are managed through a dedicated key management service with automatic annual rotation. This applies uniformly across all plan tiers — encryption is not an Enterprise-only feature.</p>","en_US","TRUE","TRUE","FALSE"
"Configuring Data Loss Prevention Settings","configuring-data-loss-prevention-settings","<p>Enterprise plans support basic Data Loss Prevention controls under Workspace Settings > Compliance > DLP, including restricting file attachment types, disabling external sharing/guest access workspace-wide, and blocking bulk export for non-Admin roles. These controls are additive restrictions on top of standard role permissions — they can only make the workspace more restrictive, not grant additional access beyond what a role already allows.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Cross-Border Data Transfer Safeguards","understanding-cross-border-data-transfer-safeguards","<p>For customers whose data is processed across regions (for example, a US-headquartered company with EU-based team members on a US-region workspace), Nimbus Workspace relies on Standard Contractual Clauses incorporated into our Data Processing Agreement as the transfer safeguard mechanism, consistent with current GDPR guidance following the invalidation of prior transfer frameworks. Customers requiring data to remain strictly within one region should use the EU Data Residency option instead of relying on transfer safeguards.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting an Incident History Report","requesting-an-incident-history-report","<p>A history of any past security incidents affecting customer data (if any) that met the disclosure threshold under our incident response policy is available to Business and Enterprise customers on request through Workspace Settings > Compliance > Security Documentation. Material incidents affecting a specific customer's data are also proactively disclosed directly to that customer's Admins, separate from this on-request historical summary.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding the Status Page and Uptime SLA","understanding-the-status-page-and-uptime-sla","<p>Real-time system status and historical uptime is published at status.nimbusworkspace.com, including incident post-mortems for any outage affecting core functionality. Business and Enterprise contracts include a 99.9% monthly uptime SLA with defined service credits for shortfalls, detailed in the Master Service Agreement. Subscribe to status.nimbusworkspace.com directly for email or SMS alerts on new incidents, independent of your Nimbus Workspace login.</p>","en_US","TRUE","TRUE","FALSE"
"Reviewing the Subprocessor Change Notification Policy","reviewing-the-subprocessor-change-notification-policy","<p>Enterprise customers with a signed DPA can opt into advance email notification whenever a new sub-processor is added to Nimbus Workspace's published sub-processor list, with a minimum 30-day notice before the new sub-processor begins processing data, giving time to object per the DPA's objection procedure if needed. Opt in under Workspace Settings > Compliance > Sub-Processor Notifications; this is off by default and must be explicitly enabled per workspace.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Legal Hold on a Workspace","setting-up-legal-hold-on-a-workspace","<p>Enterprise customers involved in litigation or a regulatory investigation can request a Legal Hold on specific projects or the entire workspace, which suspends the standard data retention and deletion schedule (including the 30-day Trash purge) for the held scope until the hold is lifted. Legal Holds are configured jointly with Nimbus Workspace's Legal team — request one through your account executive, providing the scope and expected duration if known.</p>","en_US","TRUE","TRUE","FALSE"
"Exporting Data for eDiscovery","exporting-data-for-ediscovery","<p>For eDiscovery requests, Enterprise customers can request a comprehensive export including task content, comments, attachments, and full audit log history within a specified date range, formatted for legal review platforms. This differs from the standard self-service export in that it includes deleted/archived items still within retention and is fulfilled directly by Nimbus Workspace's compliance team rather than the self-service Export My Data flow — request it through your account executive or privacy@nimbusworkspace.com.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Consent Management for Guest Users","understanding-consent-management-for-guest-users","<p>Guest users invited to a shared project are shown a brief consent notice on first access, describing what data (their name, email, and any comments they post) will be visible to the inviting workspace. Guests can decline and are not granted access if they do not consent. Workspace Admins can review a log of guest consent events under Workspace Settings > Privacy > Guest Consent Log.</p>","en_US","TRUE","TRUE","FALSE"
"Data Minimization Practices at Nimbus Workspace","data-minimization-practices-at-nimbus-workspace","<p>Nimbus Workspace collects only the data needed to provide the service — account profile information, task/project content you create, and standard operational logs (login times, API usage) needed for security and billing. We do not sell personal data or use customer task content to train shared AI models without explicit opt-in; any AI features process content in the context of your own workspace only.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Cookie and Tracking Policy","understanding-cookie-and-tracking-policy","<p>Nimbus Workspace uses essential cookies required for login sessions and security (cannot be disabled without breaking core functionality) and optional analytics cookies used to understand product usage patterns, which can be disabled from the cookie consent banner or later under Account Settings > Privacy > Cookie Preferences. A full list of cookies in use, their purpose, and retention period is published at nimbusworkspace.com/cookie-policy.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting Account Data Anonymization","requesting-account-data-anonymization","<p>As an alternative to full deletion, you can request anonymization of your personal data instead — your name and email are replaced with a generic identifier across historical records (comments, task assignments) while preserving the business record itself for workspace continuity. Request this via privacy@nimbusworkspace.com, specifying anonymization rather than deletion; note this is irreversible, same as deletion, once processed.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Children's Data Policy (COPPA)","understanding-children-s-data-policy-coppa","<p>Nimbus Workspace is a business productivity tool intended for users 16 years of age or older and is not directed at children; we do not knowingly collect personal information from children under 13 in a manner requiring COPPA compliance. If we become aware that a child's data has been collected without appropriate consent, it is deleted promptly upon verification — report any such concern to privacy@nimbusworkspace.com.</p>","en_US","TRUE","TRUE","FALSE"
"Reviewing the Acceptable Use Policy","reviewing-the-acceptable-use-policy","<p>The Acceptable Use Policy, published at nimbusworkspace.com/aup, prohibits using Nimbus Workspace to store or transmit illegal content, malware, or content that infringes third-party intellectual property, and prohibits attempts to circumvent rate limits, security controls, or seat-based billing through technical workarounds. Violations can result in content removal, account suspension, or termination depending on severity, as outlined in the full policy.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding the Privacy Shield / Data Transfer Framework Status","understanding-the-privacy-shield-data-transfer-framework-status","<p>Following the evolution of EU-US data transfer frameworks, Nimbus Workspace relies primarily on Standard Contractual Clauses (incorporated in our DPA) as the mechanism for lawful cross-border transfer, and additionally participates in the current EU-U.S. Data Privacy Framework where applicable as a supplementary safeguard. Current certification status is published at nimbusworkspace.com/data-transfer and updated as the regulatory landscape evolves.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Data Export Permissions for Admins Only","setting-data-export-permissions-for-admins-only","<p>By default, any Member can export the projects they have access to. Business and Enterprise Admins can restrict bulk data export (CSV/JSON export of tasks or the full workspace) to Admin and Owner roles only, under Workspace Settings > Compliance > DLP > Restrict Data Export. This does not affect individual file downloads (opening a single attachment), only bulk export functionality.</p>","en_US","TRUE","TRUE","FALSE"
"Scheduling Automated Data Exports","scheduling-automated-data-exports","<p>To set up a recurring backup export without manually triggering it each time:</p><ol><li>Go to Workspace Settings > Privacy > Scheduled Exports.</li><li>Click Create Scheduled Export.</li><li>Choose the scope (all projects, or a specific subset) and format (CSV or JSON).</li><li>Set a frequency: daily, weekly, or monthly.</li><li>Choose delivery: email link, or (Enterprise) automatic delivery to a connected S3 bucket or SFTP endpoint for long-term archival outside Nimbus Workspace.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding Retention of Deleted Tasks and Projects","understanding-retention-of-deleted-tasks-and-projects","<p>Deleted tasks and projects move to Trash and remain recoverable for exactly 30 days, after which they are permanently purged from both production storage and, within an additional 35 days, from the encrypted backup rotation as well. There is no way to recover data past the 30-day Trash window through self-service or Support — this window is intentionally firm to keep the stated retention policy accurate and auditable.</p>","en_US","TRUE","TRUE","FALSE"
"Requesting a Business Associate Agreement (BAA)","requesting-a-business-associate-agreement-baa","<p>As noted under Understanding HIPAA Applicability, Nimbus Workspace does not offer a standard BAA for Team or Business plans. Enterprise customers in healthcare-adjacent contexts who believe they need a BAA should raise this with their account executive early in the sales process, since it requires a dedicated technical and contractual review to confirm whether Nimbus Workspace's current architecture can support the required safeguards for that specific use case.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Log Retention for Security Events","understanding-log-retention-for-security-events","<p>Security-relevant logs (login attempts, authentication events, admin actions) are retained for 12 months by default across all plans, and are the basis for the Audit Log feature. Enterprise customers can request extended retention up to 7 years for regulatory purposes, configured under Workspace Settings > Compliance > Retention Schedule alongside other custom retention settings.</p>","en_US","TRUE","TRUE","FALSE"
"Migrating Data Between Workspaces","migrating-data-between-workspaces","<p>To move projects from one Nimbus Workspace account to another (for example, after a company divestiture):</p><ol><li>Export the source workspace's data using Export My Data with the Full JSON Archive format.</li><li>Have an Admin on the destination workspace go to Workspace Settings > Import > Nimbus Workspace Archive.</li><li>Upload the exported archive file.</li><li>Map any users who should be re-invited to the destination workspace versus left unassigned.</li><li>Start the import — this is a copy operation, so the source workspace's data is unaffected and remains until you separately choose to delete or archive it there.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding the Right to Rectification Process","understanding-the-right-to-rectification-process","<p>Under GDPR Article 16 and similar rights, you can request correction of inaccurate personal data held about you. Most profile information (name, email, job title) can be corrected directly under Account Settings > Profile without a formal request. For data you cannot self-correct (for example, historical audit log entries), submit a request to privacy@nimbusworkspace.com describing the inaccuracy; corrections to historical records are evaluated case by case to balance accuracy against record-integrity requirements.</p>","en_US","TRUE","TRUE","FALSE"
"Mobile App Troubleshooting","mobile-app-troubleshooting","<p>If the mobile app is behaving unexpectedly, work through these steps in order:</p><ol><li>Confirm you're on the latest app version from the App Store or Google Play — many issues are fixed in the most recent release.</li><li>Force-close the app completely and reopen it.</li><li>Check your internet connection; switch between Wi-Fi and cellular data to isolate a network-specific issue.</li><li>Log out and log back in to refresh your session.</li><li>If the issue persists, reinstall the app entirely — this clears any corrupted local cache without affecting your account data, which is stored server-side.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Mobile App Keeps Crashing on iOS","mobile-app-keeps-crashing-on-ios","<p>For repeated crashes specifically on iOS:</p><ol><li>Confirm your iOS version is 16 or later — older versions are no longer supported by the current app build.</li><li>Update the Nimbus Workspace app from the App Store to the latest version.</li><li>Restart your iPhone or iPad completely (not just the app).</li><li>Free up storage space — iOS can terminate apps abnormally when device storage is critically low.</li><li>If crashes continue, delete and reinstall the app, then report the crash to Support with your device model and iOS version for investigation.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Mobile App Keeps Crashing on Android","mobile-app-keeps-crashing-on-android","<p>For repeated crashes specifically on Android:</p><ol><li>Confirm your Android version is 10 or later.</li><li>Update the app via Google Play to the latest version.</li><li>Go to Android Settings > Apps > Nimbus Workspace > Storage and clear the app cache (not app data, which would log you out).</li><li>Restart your device.</li><li>If crashes continue, note your exact device model and Android version and contact Support — some crashes are manufacturer-specific and require targeted investigation.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Nimbus Workspace Won't Load in Chrome","nimbus-workspace-won-t-load-in-chrome","<p>If the app fails to load or shows a blank page in Chrome, clear your browser cache and cookies for nimbusworkspace.com specifically (Settings > Privacy > Clear Browsing Data, scoped to this site), then reload. Disable browser extensions one at a time, particularly ad blockers or script blockers, since these occasionally block required assets. Confirm you're on a supported Chrome version (the current version or one major version behind). If the issue persists across a different browser too, it's likely network- or account-related rather than browser-specific — contact Support.</p>","en_US","TRUE","TRUE","FALSE"
